336;2837
105;3597
4930;2248
1224;4197
1139;905
2243;3008
3127;1268
4205;2203
3264;870
159;4515
192;2349
2096;1002
1313;127
2162;3605
2896;4226
3673;4504
2495;3177
4679;1238
4100;2703
592;511
633;1643
3268;2351
2491;361
4531;166
4040;1217
2892;4050
3639;4717
887;4715
1218;160
2372;1550
1970;90
2097;753
4636;213
4208;1140
4526;4639
4867;1368
4056;2016
2166;743
3612;325
1856;1867
2161;3409
322;4843
1701;4760
4620;4994
1446;216
3479;1853
3194;205
855;1816
2622;375
123;3192
3897;1173
236;706
1018;3519
347;4646
337;3393
4411;3083
3698;4379
2418;1784
2256;3106
2924;838
1306;4596
2892;2501
2908;1933
3138;1617
4844;3829
1473;959
3016;3804
3439;4385
3888;2243
3015;3496
487;1668
275;3931
3965;2762
359;3286
4261;2986
822;4261
2086;2664
2906;1801
1894;4225
4334;2015
650;414
2118;1371
1731;854
1455;2369
1231;4811
1357;4391
1786;557
2062;1059
959;4835
3733;968
3692;3671
3421;2477
488;4786
2895;3063
1308;1055
1707;4991
3790;580
2917;4410
4876;902
1188;917
1246;4313
4726;1776
2807;2211
1609;4827
3791;454
2715;4346
4476;3910
595;87
2068;3264
1492;4290
3618;4858
4091;4833
850;1324
3912;2797
3208;1224
4158;4771
205;1251
2835;2133
3902;3960
4668;1500
1132;3992
260;518
4433;365
1682;1268
4671;3279
3782;2865
3547;4971
1573;330
4692;2129
1516;1679
4345;1231
1188;4339
885;4468
2937;3667
3143;1754
586;436
4644;275
4289;3852
1214;1053
159;1959
1868;3824
3488;237
4004;1065
183;1954
2889;900
703;3318
3702;905
2087;2888
1012;2090
2021;995
2261;3598
1996;1268
2418;523
4875;676
3233;3780
3341;2050
1399;3643
157;1611
2022;1589
1582;4047
1163;4903
2195;1777
429;4234
344;3727
1696;2465
3992;4833
2581;2990
4508;1095
2417;3283
1432;3962
610;4580
2062;2567
3603;2169
1350;636
4702;2199
2747;2014
1822;1702
4645;2611
3351;2656
2809;2398
867;94
1860;1682
959;2358
1389;1673
907;368
4905;3015
1107;1150
362;2863
4860;459
4828;4089
142;4206
661;4504
2201;96
1832;2548
1901;3490
4387;3861
1714;1577
4934;3516
721;1501
3258;1595
898;2799
4950;3161
1065;1293
180;2803
1028;2137
738;1563
3380;3003
1997;603
3095;1056
4843;4182
2060;3379
2720;4682
1124;1544
999;2473
2603;1020
2768;3483
581;1733
2132;434
1340;1348
1035;4952
880;4325
3804;158
2331;1511
2811;2019
2199;3666
4262;659
2295;1721
2877;223
3115;3594
3512;536
682;761
4297;1176
1764;4410
101;1263
3244;4636
4717;1764
4541;3584
512;4168
3723;3611
3225;266
2545;1054
2356;365
4498;4115
2043;1825
2277;1236
3787;4226
3319;3251
3632;1917
3311;87
2791;2161
4480;4890
4977;2766
1927;1853
1298;4762
4033;2583
2115;3860
939;1337
268;1609
4916;790
4203;3999
2212;3820
3179;4289
4095;2135
2662;3536
4581;972
1597;4411
79;4695
2208;1748
1180;2382
2737;4681
429;4546
1801;499
1399;3554
197;2320
100;48
4832;1613
3964;2482
277;380
2748;612
4059;1646
3861;3167
2570;3753
3341;3929
3136;3953
2109;673
4728;2918
1704;1892
2733;4252
3593;3601
2590;4723
2832;1699
580;2079
4462;1076
3088;753
1109;4876
971;1822
1807;2602
3601;74
1768;3195
511;3259
4624;416
2682;4410
4213;1724
3175;2750
1276;177
3330;37
3068;500
3965;2538
4958;2112
1226;1948
4045;2552
1705;1796
4882;974
1610;2093
3003;2263
2787;4369
2175;4428
4712;4724
2815;4297
3901;4371
726;713
920;3154
3876;4591
3053;2054
4462;2696
3098;3480
388;1131
4418;3637
3791;1685
4731;2051
772;3502
3816;1
191;589
3817;4742
1806;1450
2873;424
4184;2313
3673;2334
2369;3935
1152;3794
3179;468
3093;2525
3882;1412
1803;946
1920;777
4504;394
812;326
2532;3071
4515;2780
73;354
856;49
4936;2344
3290;2693
1901;3885
648;3751
1495;2220
949;4533
3769;3605
4112;936
776;1036
3773;2871
3059;467
1820;623
2640;3883
4842;1820
2816;2141
953;421
1500;3875
2522;1116
99;1857
1734;2957
1929;276
682;1409
3040;3280
2447;2424
2165;2127
3408;2107
301;3196
1380;197
2302;2318
3159;1404
2836;63
331;4791
231;3256
2630;4330
4134;2725
512;2604
4605;1575
1800;954
1365;4836
2975;2216
395;527
2880;3077
1107;1778
1906;1205
3827;17
2177;4040
4558;3149
415;722
4738;413
4080;2506
3432;80
4662;4312
660;2585
3667;2311
3934;2965
3442;3708
3181;2824
672;1765
2501;1368
1581;593
3357;2573
3777;1990
3232;4181
1757;4553
4259;4142
483;175
3168;4313
601;3714
4912;4820
4034;4841
2854;3462
1189;789
1206;3071
136;1484
852;3766
291;3536
553;1717
2438;3201
2122;4386
4971;4833
3349;4300
2039;2168
1450;2305
4416;3885
539;2025
2472;4064
4342;2905
4087;1279
2819;4975
2928;3813
4056;2106
561;1873
3284;2504
3681;2246
4691;3118
1672;760
1570;3990
3972;4548
1508;2114
2809;3787
3774;2362
3811;2593
906;3349
1479;364
3715;4083
2449;4538
3726;541
3498;2545
2316;502
2505;1265
1791;2551
413;620
3173;1750
4970;553
3882;2662
4026;1702
3587;601
1576;1075
3537;2008
115;4039
1626;4971
2280;4583
2375;3935
4725;1034
998;3980
1824;895
3849;2362
2624;223
1791;3742
616;1531
3611;3423
3799;3671
1375;306
1429;4124
3894;944
89;2538
1007;3430
4622;953
610;2543
320;4800
4948;1093
902;1214
3054;4421
3549;1342
126;933
1834;2877
2415;4110
1285;1930
651;1022
4599;1264
1494;1756
777;3781
2726;3655
3728;2670
4315;1708
2749;1717
1743;2073
3797;2674
545;2478
3182;148
4631;1292
3321;4974
888;4363
5000;3352
1729;464
1329;2862
895;267
1776;1802
3746;433
4347;1708
1841;1539
1812;3512
605;1414
2791;2043
3599;1851
2204;649
204;1970
1985;4124
683;3435
3756;2877
1410;1702
4303;1069
3890;1212
3838;191
1821;1326
158;3934
1191;1606
571;4202
2090;59
1834;3338
2818;4111
2925;3128
4872;1490
385;3493
1702;4883
2602;1958
2676;351
2092;754
1689;2921
4812;533
174;3865
2207;45
2209;623
1296;3532
2774;2591
4976;3764
4319;1773
217;2581
4480;1935
165;4041
4278;1252
3762;1991
4369;1756
2587;444
2107;2015
578;843
2192;2733
2348;1504
3768;1138
1397;410
4939;4417
4808;4655
1915;2982
2453;2150
2378;1135
496;467
1370;3763
2567;2758
885;3183
1439;3260
1757;3084
987;4004
1110;1955
1675;1476
957;4219
4361;1349
1267;3956
900;2405
4310;1199
2444;1567
4107;4856
1508;2141
744;2003
3397;860
1860;1002
495;2857
3230;3383
796;1204
4698;2081
3967;770
2266;4142
696;3902
4519;4829
3235;4411
2282;4892
3378;588
2090;3983
2733;4044
2163;3610
618;3160
1855;2880
1234;4357
2287;2514
606;375
4952;2380
4116;3774
1779;3078
3860;97
2228;3043
650;8
872;2219
4755;2430
315;1714
1538;2705
4575;3960
4518;214
46;4963
3208;292
45;2114
2802;4629
2776;3025
1575;4392
1356;782
1206;4880
1385;4180
4270;1407
1571;719
3329;2210
4026;741
1566;2136
3302;858
2245;4715
4911;4067
2478;1537
167;545
2489;697
2676;2276
3785;1981
2825;4279
4912;4547
3126;587
950;4631
4508;1998
4038;381
4410;443
1170;4775
2223;4221
3747;4923
3917;4863
50;3249
1044;2581
3426;2365
2441;3675
4621;2293
164;2553
2927;186
2421;3558
1708;458
635;1419
950;1172
3283;4069
1855;2420
965;770
2705;3112
3206;2069
314;806
2989;4092
3971;3913
2836;3228
2826;3404
1696;1231
4902;1112
2759;529
166;350
3921;2784
3194;1022
2780;929
1710;2164
2090;3714
2473;3998
2289;2631
4484;743
420;1737
3011;3550
2286;1595
447;1662
2269;2276
3128;3305
840;2256
986;2397
3532;3027
901;2022
38;3581
3851;2339
3281;2438
2017;3183
3723;2916
4028;1690
4049;2646
904;1856
1564;1276
1276;2615
448;3669
3479;2846
1255;11
3306;2252
1022;1899
1141;347
1888;14
4854;3447
4531;2193
1850;589
2808;897
4115;307
3070;4112
415;213
3482;3800
4284;1954
701;4101
1342;4359
1181;2766
4180;4071
2521;1655
3859;4699
4542;843
3195;4102
331;3781
4971;3898
2271;3341
2044;2226
2345;3276
2655;4249
2571;1912
2061;1450
589;2657
2560;4443
66;4380
2016;1445
921;1745
2813;4739
3277;1491
2688;1965
1855;3242
2799;1989
1950;2996
688;2985
4594;1815
3015;2271
4778;1759
4253;4890
2947;3505
4367;114
4314;787
9;3343
3065;3495
1514;4531
2127;4376
919;4684
4152;1546
1117;3371
3488;780
1926;3969
2579;631
2106;3706
2145;81
999;4015
3080;586
1326;2238
1976;2185
4584;48
1933;4802
4159;973
3567;1105
2690;827
3326;4273
1004;4629
15;2966
88;3342
1295;4534
1699;2535
2502;1395
1368;4457
943;2295
1267;3974
2436;220
3830;4093
3832;4816
1573;2238
3203;4653
3447;824
3731;1309
4774;3855
841;3372
382;1990
155;1936
657;733
4153;184
1798;1677
3335;1177
1224;4207
1096;178
940;1199
577;3629
2143;1212
4458;1557
2728;2904
157;1525
1916;4085
1135;547
2342;4454
179;4533
876;1705
561;3083
4531;1905
1081;3606
3373;986
4070;3169
2643;1214
1690;1963
2759;3931
3258;4099
2592;4029
12;2473
27;1741
1623;4959
3257;4873
1181;1995
3221;3724
39;1070
1055;3072
1223;4478
968;4965
2864;3315
2651;4049
1574;860
4747;3014
2725;2499
1061;836
517;67
753;68
3267;1183
1616;2916
3956;1655
3466;3370
436;1651
537;753
4205;1898
4280;2835
4070;4940
88;616
1712;1363
4810;1109
2858;2095
557;570
889;3271
724;2565
1958;87
539;4722
2468;3191
3227;3966
3826;1047
3261;4100
1063;1866
1535;769
4048;4754
2929;3767
2847;4211
965;4324
224;537
1338;2026
4528;3793
2496;1433
3198;1020
1218;3837
1038;3321
906;4013
1191;1382
4069;1783
612;2963
4849;2850
3617;4043
1443;4226
2174;4519
3479;666
2645;4972
4937;1484
1209;763
481;1002
1795;4003
1355;2152
1530;484
2621;635
2115;2871
794;2926
1630;1044
1169;4516
2742;857
1623;1535
525;1473
809;3479
3887;4230
2598;3645
4264;428
1893;1176
1543;1909
3597;841
540;4532
3150;3006
4466;1009
2703;3044
52;3919
3208;996
220;2193
3630;4984
4555;3012
537;4882
3343;1015
3717;2573
2774;835
2679;866
4914;2659
3974;1297
1584;1413
1864;798
4085;3754
3926;4982
1151;1046
381;745
3370;1188
225;4554
3936;518
307;4206
726;4090
4273;2628
3753;1524
3459;1431
2744;1403
340;1069
2282;2863
3667;2611
4478;3721
1904;4851
1729;3213
4748;3884
2717;4305
211;1848
3537;3502
3768;1430
752;465
273;4406
4338;3206
463;114
3921;2711
805;4804
1551;1093
4931;4413
1494;361
818;2966
2305;2232
1945;634
1683;3516
1867;1037
616;4294
1502;623
2830;2583
1184;676
3976;2461
1471;3476
72;2758
2178;178
1786;3472
4439;2981
3023;2158
29;4783
4300;620
2127;4761
1272;3498
1387;4790
2005;2727
1972;3375
749;511
3373;2317
1609;1418
1746;841
252;1515
3398;3838
1053;2220
4316;4330
3677;3809
2520;1839
2226;1291
903;2003
4760;3812
1320;215
1300;827
2452;2239
2366;4126
3543;4255
2867;2448
4976;2727
627;4934
3979;2338
275;4092
969;2160
4477;3416
3325;2686
873;2242
271;3517
2379;1096
4001;4798
1047;2501
4967;4169
4292;300
2172;1404
2248;2845
4206;4286
4168;2134
2443;3078
418;67
1025;1286
2546;4669
2975;3831
2499;1240
4560;4310
1009;1250
4997;2335
4929;3223
2231;3954
1580;91
1951;4599
312;4520
2782;3741
335;2592
4756;238
4679;34
2270;1082
792;4040
930;672
4013;510
1366;1682
3861;1625
1537;3875
4955;4720
3584;2658
2414;929
1218;1534
866;3686
285;826
4763;3329
2771;719
675;2484
4583;3912
2595;2964
4017;3436
4166;1424
2489;3658
166;3207
953;3657
3646;4664
929;1057
2795;3803
2401;2704
3152;544
