487;3028
786;3257
982;2239
1857;2195
266;2819
1693;4418
320;2334
338;513
527;522
767;3028
948;3594
1844;1498
183;2106
1194;439
1394;4033
1479;290
587;2366
401;4802
1582;4056
306;872
1765;4765
1585;4976
353;4415
323;3055
184;2338
945;4730
1512;666
74;1926
1663;827
595;3101
240;3399
96;1211
1502;1467
1606;3022
229;4813
1939;3313
446;2100
179;1574
361;3411
964;4998
1555;1535
378;1473
294;4879
1645;3960
1586;3328
1424;4655
796;3434
592;2760
983;1399
6;57
1155;4195
1013;2865
1060;1167
572;3975
537;3373
832;2770
1472;1118
1082;2579
602;4319
1188;452
1582;974
177;2474
1253;3737
526;1616
1792;3899
251;1394
1837;3611
6;1493
1460;1401
1377;2397
667;624
442;4154
469;854
1561;1182
176;1139
1494;4589
73;1815
1303;2356
1580;1026
332;24
1076;3563
918;1797
1371;881
1489;3217
1979;2515
1599;3450
497;3443
119;1721
151;4461
1681;166
1561;1248
1386;3335
1645;2774
82;4455
1896;3815
1199;4240
1740;27
1379;1255
846;4922
7;2552
803;1686
1511;1070
111;1757
1881;1271
567;1794
1545;3104
485;3997
1597;863
427;1831
1499;4227
845;2112
941;2966
1825;162
684;911
1722;440
1948;2941
1346;747
1530;2464
307;1822
1308;267
1594;1034
364;195
232;1864
642;1998
1464;216
1119;3361
1972;2099
1874;788
1883;256
429;4005
201;2612
1423;198
1626;3368
1088;4040
970;919
1422;1276
301;874
1339;4203
19;149
693;649
90;4591
1963;720
96;823
691;1614
347;3203
1635;1806
1607;1778
136;941
1639;2253
1511;2348
1448;2034
556;405
331;2707
530;1391
1367;1654
1458;3254
1307;4242
1382;3277
1688;883
338;2108
914;692
1621;4557
755;3125
1264;1030
736;1316
893;18
928;3550
236;739
1277;2814
1734;2460
481;1374
51;2207
1157;3263
1929;2052
1244;117
1887;133
1914;393
882;2404
332;1378
1329;4009
995;2877
970;1697
809;3932
1050;776
50;4551
1360;3490
622;1183
870;4306
99;2746
241;3051
1659;1289
412;3186
1685;3147
1958;1340
1267;485
74;4537
598;4848
1995;4985
1077;1416
526;2869
261;538
1302;1871
482;4525
1471;4185
382;2968
1909;3204
605;1780
865;1833
1953;147
316;4141
1108;3304
337;1830
1205;2918
1615;1373
682;3697
1008;1660
1592;4843
1816;2247
560;1096
443;2751
1421;577
352;1299
904;3269
1948;3150
1202;134
1222;1300
400;1292
1927;3098
1331;2740
1744;2182
1912;2614
1527;2518
1173;174
396;2448
1538;1537
1285;624
1172;781
1698;3924
904;1427
1992;4159
51;1579
613;1970
1054;4194
1498;1980
1717;2125
1437;4501
768;3839
1680;4977
956;62
644;4431
652;2115
276;1573
1509;4536
1650;1401
851;600
828;268
628;4872
1977;4898
727;4726
427;1984
711;3219
1769;2121
