196;585
635;75
281;2157
1336;1706
1113;1390
947;1938
1439;3720
1908;1180
1875;4084
129;2166
1560;4320
413;4768
17;1441
1583;3433
1821;59
1025;421
1405;4169
1097;2787
950;2453
1851;829
385;40
966;4480
724;3505
778;3492
899;2706
933;1257
1536;3098
1681;2350
1401;3262
156;4343
1124;4858
463;1809
927;3841
938;3609
69;2933
892;297
164;3791
1414;656
137;3335
707;1682
1842;240
942;3793
73;4786
959;4181
1327;1071
388;156
1939;231
59;2620
723;4644
51;1438
1576;1444
495;1138
356;1762
423;979
1309;392
702;4710
1958;1732
1519;1182
1461;2291
1029;4093
419;513
990;1515
1794;1507
1298;50
1435;300
1740;3556
452;2749
1905;3972
896;1046
252;832
508;1201
945;3245
371;751
1373;2437
715;1533
315;982
1515;2550
1740;652
1541;1952
276;970
760;2896
589;4064
92;720
444;4953
117;1394
1164;3904
11;3813
1666;594
447;4073
436;2610
954;3632
1757;4744
38;3147
1352;4823
727;4952
575;2862
1828;2570
342;2324
1683;524
390;1705
1127;4910
1298;627
1481;4997
17;3645
174;1369
1733;1230
777;2095
1689;2214
376;2965
1356;4744
971;1204
140;4753
1577;2198
1777;1393
1579;805
1852;4259
187;731
543;1612
1339;2425
951;3802
531;4894
1259;742
1635;6
713;3103
255;2041
1974;3033
1341;900
149;3157
1125;2084
577;1462
673;881
1641;991
1081;4720
418;1092
141;1857
94;2923
1869;4173
1859;4944
1208;2209
572;935
1111;4484
1988;2642
1727;920
1894;3011
146;4647
1212;3295
1774;2924
153;4557
1494;4149
1942;351
1954;4336
622;4258
281;690
1094;2422
779;2500
1028;3986
471;3153
622;302
215;2013
1653;3613
1246;4107
808;1662
984;4148
234;2835
1386;2389
1511;1169
1729;3367
132;3385
1980;2572
1123;4991
611;814
734;1220
324;4353
1415;4950
464;988
1564;4556
340;1172
1024;3782
1070;4003
64;4860
1370;3599
774;4257
676;2110
1524;4151
1674;4281
576;1132
1319;408
113;3226
1497;2516
94;1177
1080;2903
503;1672
1022;2729
1928;2755
840;1354
26;1761
1080;2409
506;2692
1642;566
1868;4604
939;1300
427;4427
1248;53
229;3158
29;4895
451;2660
993;3248
956;2964
943;1528
1871;1004
518;1675
1584;2701
1554;3612
485;359
480;2764
1284;2935
594;4818
1873;1998
1844;1222
1663;2670
1548;1244
217;598
828;137
1896;4545
187;870
1363;3711
1118;4232
156;809
1603;1849
1364;385
1433;3947
1818;3416
1080;1421
205;2944
1034;273
1390;2855
1644;3511
938;2156
282;1493
1657;1577
1643;4297
946;2254
1822;4273
1991;4126
191;1297
550;3576
498;2765
311;2333
830;2778
685;1782
598;641
1652;181
246;526
1849;3894
1503;2236
810;4205
1382;277
1070;2644
1351;217
1042;1533
805;357
77;1860
812;3456
1281;3926
648;328
420;1878
1544;23
832;2431
1994;2683
1751;212
456;1470
1036;3501
1033;1892
1970;3963
1345;836
1845;3698
1833;1341
478;1717
18;3037
1792;1329
79;4968
241;3891
1483;2566
334;4638
619;1633
883;1783
307;4672
5;2393
156;1526
1538;1805
1731;2449
387;4004
940;159
667;2623
1645;3491
336;2503
1791;1741
570;4204
6;1054
1451;23
1311;4968
797;3993
793;878
245;1610
616;552
1198;1706
105;1104
988;4494
1438;1009
1807;482
483;3955
1700;1176
1943;4522
1303;3369
56;4099
247;935
1101;911
238;376
1598;4871
22;614
962;4020
1784;2588
1102;4769
1172;1806
668;1060
1190;1069
1955;2905
1846;2781
565;707
1680;4539
1306;3323
425;4784
1232;3001
1012;1054
1729;4370
213;3542
797;344
1414;195
1776;520
543;3108
370;144
108;3463
1495;346
785;391
1930;901
163;1905
1530;549
209;4982
1533;4785
1868;1174
891;2214
1182;140
1159;991
1361;528
969;1724
1660;2041
1058;441
1731;3485
1920;1
1452;660
931;3604
310;4138
1985;4988
1213;1881
800;4498
366;4343
859;3552
1654;1701
891;165
1934;3285
690;232
914;4650
398;1167
981;2139
808;1494
580;4758
1455;4897
647;2823
776;426
1319;3706
1162;4758
757;1069
857;3031
1590;2007
1016;4499
349;298
1490;3562
1397;327
1582;3262
407;4047
1874;2540
1577;4307
758;3135
548;899
241;2410
1554;2497
465;2250
1857;2195
930;1983
1061;3258
1116;2739
606;3971
1834;2089
1786;2744
1700;4078
59;884
338;1132
1400;2324
1840;3628
108;1093
320;442
959;46
641;2413
921;2342
1322;609
1128;2018
1703;432
1362;716
1480;1233
1209;796
120;2063
1366;4822
308;2731
1427;4153
1820;3333
16;4361
1930;155
1469;3832
85;4128
1518;3338
1847;174
711;147
598;4617
1808;4389
850;3645
126;4531
859;1454
1007;1960
152;2449
339;3404
311;540
1433;3323
343;514
789;2961
29;4408
1406;2666
1269;187
1464;742
1301;3507
1544;4735
410;1393
1201;1096
958;1960
788;768
1870;2240
988;2894
1797;4560
1866;702
560;991
1262;4101
920;3081
409;1891
672;592
658;4070
1369;1181
451;815
39;3155
181;667
862;3451
1518;519
476;3085
1276;579
2;409
1041;2760
685;3761
753;2422
792;2481
290;105
838;3955
45;3512
793;2267
570;4453
409;1400
764;2392
788;646
883;4733
1364;2183
1028;494
275;3503
781;2740
1300;887
1516;2533
1640;2135
625;2361
1622;2654
741;1494
368;1637
1975;3666
356;4580
1481;324
1106;2802
1320;4607
1691;135
867;3693
1954;4337
880;4296
841;1507
1075;4419
1801;3448
682;3112
1325;1060
98;428
72;4086
648;1107
260;4314
566;4363
709;3397
1894;2457
1748;3132
1093;4182
748;3179
976;4937
971;4020
1096;4376
321;4395
1291;4648
71;2732
578;3650
1439;4024
353;2499
1414;2581
836;1189
1392;4820
170;157
336;145
553;4859
1111;4755
430;4460
1961;3277
262;953
1335;4203
722;532
1181;2599
632;1355
1935;163
515;75
1403;3900
559;204
225;3061
93;2570
139;110
1516;3451
614;2935
196;3391
54;2765
1148;889
442;3044
562;4042
549;4150
1571;1536
1332;205
89;1013
1480;2524
337;4465
1928;2394
1857;994
1104;4116
552;3452
326;422
702;1422
853;1799
1099;46
1078;1718
1583;1601
15;1622
440;923
86;528
1440;875
1935;4625
1974;1626
1247;69
1784;1592
1809;2594
1405;60
1180;3442
1719;846
684;2704
1100;4352
891;1344
1625;1223
743;2186
899;917
1706;873
217;2045
1479;479
1357;4871
1328;994
200;3834
846;2503
1868;1115
358;1427
240;4995
1980;3006
655;732
120;3043
1467;945
591;3135
93;3530
1135;4036
1225;2166
609;1658
1326;3855
92;2427
1305;3933
187;4515
655;3036
1657;1703
354;1681
652;2620
660;3055
1963;2633
700;2264
1494;4072
1527;2321
1122;550
304;2576
992;3216
551;640
611;3663
1052;3283
568;210
282;1757
1872;4183
1118;1630
1463;1034
279;3062
958;307
1608;3579
830;4095
1943;3336
598;3374
201;1748
833;874
408;634
1483;721
1021;1896
857;4255
1938;3669
1163;1047
439;1920
1406;4500
1818;1309
1357;329
1036;3624
801;3990
197;1043
1050;2583
447;3726
256;3210
1853;3524
1205;1029
294;1839
1433;1598
360;1551
1438;1435
940;4420
1078;3219
1602;3102
1497;715
271;4910
1808;3413
126;4270
898;54
1231;1562
673;3848
297;4220
551;3114
1331;673
1560;4651
710;515
722;1131
1845;4225
52;3533
846;4437
179;2927
913;2158
1821;3079
1434;2144
1867;4151
1274;755
164;3641
481;3787
943;1292
1841;4889
761;481
1447;3936
1534;2254
844;3098
256;104
536;2934
1043;1553
753;738
1759;1951
558;25
1364;4417
1709;2688
850;2861
1350;386
831;348
664;3346
194;2993
1206;4397
1264;2942
1975;2901
1348;3112
297;3778
942;4001
1645;107
863;4428
1547;449
853;1258
1947;3064
266;3389
931;210
63;233
1638;711
26;123
1669;4618
543;2040
1496;4038
87;434
1273;655
315;183
1383;2249
72;2527
935;4060
231;633
1560;347
741;896
1206;3422
265;743
1481;890
811;1022
444;3402
1626;3792
1762;3890
1713;4834
1003;1688
1564;2203
1575;106
1396;3080
621;550
198;3738
155;4196
768;2038
984;91
1210;1212
1660;473
861;3244
1935;1566
756;2522
1096;254
1316;1155
289;379
1432;4046
1518;1023
1293;4911
736;4599
640;1699
1243;3903
382;1637
783;1132
1201;196
273;2168
1622;4934
222;2884
551;2325
1670;4779
1218;3498
80;1539
1371;1263
77;179
43;1032
526;1806
996;253
121;1832
532;4875
1699;4241
1437;165
1917;3236
1052;2016
1933;18
368;1754
1375;1403
343;2418
339;2234
1923;660
1551;4030
1123;826
1220;4632
639;4441
1744;1857
461;4476
283;4836
395;2184
1565;3935
993;379
1120;462
688;3509
1696;4792
1594;2106
924;2716
1093;4988
1557;3741
584;2234
911;3337
1248;3291
599;2797
1076;2893
1417;1989
201;606
445;950
545;3065
134;2475
1482;4121
1592;3779
1226;2578
459;2365
723;2624
901;3629
422;3947
1428;1915
1182;4511
583;1854
325;4502
1188;4370
1007;2760
1910;836
1445;2458
499;1020
593;3644
1366;4796
225;1863
1213;622
869;2265
1453;4597
1956;2589
1209;4034
1860;4171
874;3052
574;2784
1763;1178
1365;3631
1316;3454
1440;2469
1790;3704
106;336
542;318
1679;3191
1969;2932
173;2611
23;2572
1202;4905
182;3970
129;1394
1810;676
1978;2512
262;3085
604;556
1894;408
1658;726
502;1709
727;355
1740;2297
154;2179
905;1675
241;2057
233;1944
250;4951
633;2549
645;3039
762;2704
1858;1944
1639;3168
1201;2908
630;3481
1992;760
933;738
154;2439
549;599
1071;4018
466;2110
18;3376
399;4000
636;1281
85;3083
246;3397
8;4250
77;5
1549;2849
1159;1783
135;3077
466;4192
53;1945
1458;2597
1405;1443
78;664
240;3308
160;3408
1398;368
717;4131
175;2304
324;3869
610;997
415;3475
1231;2833
384;4689
521;1653
615;2922
379;2877
1449;3798
1466;838
428;3021
1832;4092
1412;2749
546;1446
1049;2611
1522;1307
1206;2659
289;2640
1939;4181
375;4044
1053;230
1280;2160
860;1316
855;3409
